72036 silly lifecycle import-cwd@2.1.0~preinstall: no script for preinstall, continuing
77302 verbose linkBins source-map-resolve@0.5.2
77303 verbose linkMans source-map-resolve@0.5.2
77304 silly build css@2.2.4
77305 info linkStuff css@2.2.4
77306 silly linkStuff css@2.2.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77307 verbose linkBins css@2.2.4
77308 verbose linkMans css@2.2.4
77309 silly build url-parse-lax@1.0.0
77310 info linkStuff url-parse-lax@1.0.0
77311 silly linkStuff url-parse-lax@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77312 verbose linkBins url-parse-lax@1.0.0
77313 verbose linkMans url-parse-lax@1.0.0
77314 silly build url-to-options@1.0.1
77315 info linkStuff url-to-options@1.0.1
77316 silly linkStuff url-to-options@1.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77317 verbose linkBins url-to-options@1.0.1
77318 verbose linkMans url-to-options@1.0.1
77319 silly build got@7.1.0
77320 info linkStuff got@7.1.0
77321 silly linkStuff got@7.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77322 verbose linkBins got@7.1.0
77323 verbose linkMans got@7.1.0
77324 silly build caw@2.0.1
77325 info linkStuff caw@2.0.1
77326 silly linkStuff caw@2.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77327 verbose linkBins caw@2.0.1
77328 verbose linkMans caw@2.0.1
77329 silly build use@3.1.1
77330 info linkStuff use@3.1.1
77331 silly linkStuff use@3.1.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77332 verbose linkBins use@3.1.1
77333 verbose linkMans use@3.1.1
77334 silly build snapdragon@0.8.2
77335 info linkStuff snapdragon@0.8.2
77336 silly linkStuff snapdragon@0.8.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77337 verbose linkBins snapdragon@0.8.2
77338 verbose linkMans snapdragon@0.8.2
77339 silly build nanomatch@1.2.13
77340 info linkStuff nanomatch@1.2.13
77341 silly linkStuff nanomatch@1.2.13 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77342 verbose linkBins nanomatch@1.2.13
77343 verbose linkMans nanomatch@1.2.13
77344 silly build expand-brackets@2.1.4
77345 info linkStuff expand-brackets@2.1.4
77346 silly linkStuff expand-brackets@2.1.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77347 verbose linkBins expand-brackets@2.1.4
77348 verbose linkMans expand-brackets@2.1.4
77349 silly build extglob@2.0.4
77350 info linkStuff extglob@2.0.4
77351 silly linkStuff extglob@2.0.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77352 verbose linkBins extglob@2.0.4
77353 verbose linkMans extglob@2.0.4
77354 silly build braces@2.3.2
77355 info linkStuff braces@2.3.2
77356 silly linkStuff braces@2.3.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77357 verbose linkBins braces@2.3.2
77358 verbose linkMans braces@2.3.2
77359 silly build micromatch@3.1.10
77360 info linkStuff micromatch@3.1.10
77361 silly linkStuff micromatch@3.1.10 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77362 verbose linkBins micromatch@3.1.10
77363 verbose linkMans micromatch@3.1.10
77364 silly build fast-glob@2.2.7
77365 info linkStuff fast-glob@2.2.7
77366 silly linkStuff fast-glob@2.2.7 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77367 verbose linkBins fast-glob@2.2.7
77368 verbose linkMans fast-glob@2.2.7
77369 silly build anymatch@2.0.0
77370 info linkStuff anymatch@2.0.0
77371 silly linkStuff anymatch@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77372 verbose linkBins anymatch@2.0.0
77373 verbose linkMans anymatch@2.0.0
77374 silly build util-deprecate@1.0.2
77375 info linkStuff util-deprecate@1.0.2
77376 silly linkStuff util-deprecate@1.0.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77377 verbose linkBins util-deprecate@1.0.2
77378 verbose linkMans util-deprecate@1.0.2
77379 silly build readable-stream@2.3.6
77380 info linkStuff readable-stream@2.3.6
77381 silly linkStuff readable-stream@2.3.6 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77382 verbose linkBins readable-stream@2.3.6
77383 verbose linkMans readable-stream@2.3.6
77384 silly build stdout-stream@1.4.1
77385 info linkStuff stdout-stream@1.4.1
77386 silly linkStuff stdout-stream@1.4.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77387 verbose linkBins stdout-stream@1.4.1
77388 verbose linkMans stdout-stream@1.4.1
77389 silly build replacestream@4.0.3
77390 info linkStuff replacestream@4.0.3
77391 silly linkStuff replacestream@4.0.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77392 verbose linkBins replacestream@4.0.3
77393 verbose linkMans replacestream@4.0.3
77394 silly build readdirp@2.2.1
77395 info linkStuff readdirp@2.2.1
77396 silly linkStuff readdirp@2.2.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77397 verbose linkBins readdirp@2.2.1
77398 verbose linkMans readdirp@2.2.1
77399 silly build chokidar@2.1.6
77400 info linkStuff chokidar@2.1.6
77401 silly linkStuff chokidar@2.1.6 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77402 verbose linkBins chokidar@2.1.6
77403 verbose linkMans chokidar@2.1.6
77404 silly build ordered-read-streams@1.0.1
77405 info linkStuff ordered-read-streams@1.0.1
77406 silly linkStuff ordered-read-streams@1.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77407 verbose linkBins ordered-read-streams@1.0.1
77408 verbose linkMans ordered-read-streams@1.0.1
77409 silly build lazystream@1.0.0
77410 info linkStuff lazystream@1.0.0
77411 silly linkStuff lazystream@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77412 verbose linkBins lazystream@1.0.0
77413 verbose linkMans lazystream@1.0.0
77414 silly build through2@3.0.1
77415 info linkStuff through2@3.0.1
77416 silly linkStuff through2@3.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/gulp-clean-css/node_modules as its parent node_modules
77417 verbose linkBins through2@3.0.1
77418 verbose linkMans through2@3.0.1
77419 silly build through2@3.0.1
77420 info linkStuff through2@3.0.1
77421 silly linkStuff through2@3.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/gulp-autoprefixer/node_modules as its parent node_modules
77422 verbose linkBins through2@3.0.1
77423 verbose linkMans through2@3.0.1
77424 silly build from2@2.3.0
77425 info linkStuff from2@2.3.0
77426 silly linkStuff from2@2.3.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77427 verbose linkBins from2@2.3.0
77428 verbose linkMans from2@2.3.0
77429 silly build into-stream@3.1.0
77430 info linkStuff into-stream@3.1.0
77431 silly linkStuff into-stream@3.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77432 verbose linkBins into-stream@3.1.0
77433 verbose linkMans into-stream@3.1.0
77434 silly build got@8.3.2
77435 info linkStuff got@8.3.2
77436 silly linkStuff got@8.3.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/bin-wrapper/node_modules as its parent node_modules
77437 verbose linkBins got@8.3.2
77438 verbose linkMans got@8.3.2
77439 silly build flush-write-stream@1.1.1
77440 info linkStuff flush-write-stream@1.1.1
77441 silly linkStuff flush-write-stream@1.1.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77442 verbose linkBins flush-write-stream@1.1.1
77443 verbose linkMans flush-write-stream@1.1.1
77444 silly build lead@1.0.0
77445 info linkStuff lead@1.0.0
77446 silly linkStuff lead@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77447 verbose linkBins lead@1.0.0
77448 verbose linkMans lead@1.0.0
77449 silly build first-chunk-stream@2.0.0
77450 info linkStuff first-chunk-stream@2.0.0
77451 silly linkStuff first-chunk-stream@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77452 verbose linkBins first-chunk-stream@2.0.0
77453 verbose linkMans first-chunk-stream@2.0.0
77454 silly build strip-bom-stream@2.0.0
77455 info linkStuff strip-bom-stream@2.0.0
77456 silly linkStuff strip-bom-stream@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77457 verbose linkBins strip-bom-stream@2.0.0
77458 verbose linkMans strip-bom-stream@2.0.0
77459 silly build concat-stream@1.6.2
77460 info linkStuff concat-stream@1.6.2
77461 silly linkStuff concat-stream@1.6.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77462 verbose linkBins concat-stream@1.6.2
77463 verbose linkMans concat-stream@1.6.2
77464 silly build cloneable-readable@1.1.3
77465 info linkStuff cloneable-readable@1.1.3
77466 silly linkStuff cloneable-readable@1.1.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77467 verbose linkBins cloneable-readable@1.1.3
77468 verbose linkMans cloneable-readable@1.1.3
77469 silly build bl@1.2.2
77470 info linkStuff bl@1.2.2
77471 silly linkStuff bl@1.2.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77472 verbose linkBins bl@1.2.2
77473 verbose linkMans bl@1.2.2
77474 silly build are-we-there-yet@1.1.5
77475 info linkStuff are-we-there-yet@1.1.5
77476 silly linkStuff are-we-there-yet@1.1.5 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77477 verbose linkBins are-we-there-yet@1.1.5
77478 verbose linkMans are-we-there-yet@1.1.5
77479 silly build util.promisify@1.0.0
77480 info linkStuff util.promisify@1.0.0
77481 silly linkStuff util.promisify@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77482 verbose linkBins util.promisify@1.0.0
77483 verbose linkMans util.promisify@1.0.0
77484 silly build svgo@1.2.2
77485 info linkStuff svgo@1.2.2
77486 silly linkStuff svgo@1.2.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77487 verbose linkBins svgo@1.2.2
77488 verbose link bins [ { svgo: './bin/svgo' },
77488 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
77488 verbose link bins   false ]
77489 verbose linkMans svgo@1.2.2
77490 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/svgo is being purged
77491 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/svgo
77492 silly build imagemin-svgo@7.0.0
77493 info linkStuff imagemin-svgo@7.0.0
77494 silly linkStuff imagemin-svgo@7.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77495 verbose linkBins imagemin-svgo@7.0.0
77496 verbose linkMans imagemin-svgo@7.0.0
77497 silly build utils-merge@1.0.1
77498 info linkStuff utils-merge@1.0.1
77499 silly linkStuff utils-merge@1.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77500 verbose linkBins utils-merge@1.0.1
77501 verbose linkMans utils-merge@1.0.1
77502 silly build connect@3.6.6
77503 info linkStuff connect@3.6.6
77504 silly linkStuff connect@3.6.6 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77505 verbose linkBins connect@3.6.6
77506 verbose linkMans connect@3.6.6
77507 silly build uuid@3.3.2
77508 info linkStuff uuid@3.3.2
77509 silly linkStuff uuid@3.3.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77510 verbose linkBins uuid@3.3.2
77511 verbose link bins [ { uuid: './bin/uuid' },
77511 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
77511 verbose link bins   false ]
77512 verbose linkMans uuid@3.3.2
77513 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/uuid is being purged
77514 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/uuid
77515 silly build tempfile@2.0.0
77516 info linkStuff tempfile@2.0.0
77517 silly linkStuff tempfile@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77518 verbose linkBins tempfile@2.0.0
77519 verbose linkMans tempfile@2.0.0
77520 silly build v8flags@3.1.3
77521 info linkStuff v8flags@3.1.3
77522 silly linkStuff v8flags@3.1.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77523 verbose linkBins v8flags@3.1.3
77524 verbose linkMans v8flags@3.1.3
77525 silly build validate-npm-package-license@3.0.4
77526 info linkStuff validate-npm-package-license@3.0.4
77527 silly linkStuff validate-npm-package-license@3.0.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77528 verbose linkBins validate-npm-package-license@3.0.4
77529 verbose linkMans validate-npm-package-license@3.0.4
77530 silly build normalize-package-data@2.5.0
77531 info linkStuff normalize-package-data@2.5.0
77532 silly linkStuff normalize-package-data@2.5.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77533 verbose linkBins normalize-package-data@2.5.0
77534 verbose linkMans normalize-package-data@2.5.0
77535 silly build read-pkg@1.1.0
77536 info linkStuff read-pkg@1.1.0
77537 silly linkStuff read-pkg@1.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77538 verbose linkBins read-pkg@1.1.0
77539 verbose linkMans read-pkg@1.1.0
77540 silly build read-pkg-up@1.0.1
77541 info linkStuff read-pkg-up@1.0.1
77542 silly linkStuff read-pkg-up@1.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77543 verbose linkBins read-pkg-up@1.0.1
77544 verbose linkMans read-pkg-up@1.0.1
77545 silly build meow@3.7.0
77546 info linkStuff meow@3.7.0
77547 silly linkStuff meow@3.7.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77548 verbose linkBins meow@3.7.0
77549 verbose linkMans meow@3.7.0
77550 silly build lpad-align@1.1.2
77551 info linkStuff lpad-align@1.1.2
77552 silly linkStuff lpad-align@1.1.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77553 verbose linkBins lpad-align@1.1.2
77554 verbose link bins [ { 'lpad-align': 'cli.js' },
77554 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
77554 verbose link bins   false ]
77555 verbose linkMans lpad-align@1.1.2
77556 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/lpad-align is being purged
77557 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/lpad-align
77558 silly build squeak@1.3.0
77559 info linkStuff squeak@1.3.0
77560 silly linkStuff squeak@1.3.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77561 verbose linkBins squeak@1.3.0
77562 verbose linkMans squeak@1.3.0
77563 silly build logalot@2.1.0
77564 info linkStuff logalot@2.1.0
77565 silly linkStuff logalot@2.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77566 verbose linkBins logalot@2.1.0
77567 verbose linkMans logalot@2.1.0
77568 silly build value-or-function@3.0.0
77569 info linkStuff value-or-function@3.0.0
77570 silly linkStuff value-or-function@3.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77571 verbose linkBins value-or-function@3.0.0
77572 verbose linkMans value-or-function@3.0.0
77573 silly build resolve-options@1.1.0
77574 info linkStuff resolve-options@1.1.0
77575 silly linkStuff resolve-options@1.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77576 verbose linkBins resolve-options@1.1.0
77577 verbose linkMans resolve-options@1.1.0
77578 silly build verror@1.10.0
77579 info linkStuff verror@1.10.0
77580 silly linkStuff verror@1.10.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77581 verbose linkBins verror@1.10.0
77582 verbose linkMans verror@1.10.0
77583 silly build jsprim@1.4.1
77584 info linkStuff jsprim@1.4.1
77585 silly linkStuff jsprim@1.4.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77586 verbose linkBins jsprim@1.4.1
77587 verbose linkMans jsprim@1.4.1
77588 silly build http-signature@1.2.0
77589 info linkStuff http-signature@1.2.0
77590 silly linkStuff http-signature@1.2.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77591 verbose linkBins http-signature@1.2.0
77592 verbose linkMans http-signature@1.2.0
77593 silly build request@2.88.0
77594 info linkStuff request@2.88.0
77595 silly linkStuff request@2.88.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77596 verbose linkBins request@2.88.0
77597 verbose linkMans request@2.88.0
77598 silly build vinyl@2.2.0
77599 info linkStuff vinyl@2.2.0
77600 silly linkStuff vinyl@2.2.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77601 verbose linkBins vinyl@2.2.0
77602 verbose linkMans vinyl@2.2.0
77603 silly build clone@1.0.4
77604 info linkStuff clone@1.0.4
77605 silly linkStuff clone@1.0.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/vinyl-file/node_modules as its parent node_modules
77606 verbose linkBins clone@1.0.4
77607 verbose linkMans clone@1.0.4
77608 silly build clone-stats@0.0.1
77609 info linkStuff clone-stats@0.0.1
77610 silly linkStuff clone-stats@0.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/vinyl-file/node_modules as its parent node_modules
77611 verbose linkBins clone-stats@0.0.1
77612 verbose linkMans clone-stats@0.0.1
77613 silly build replace-ext@0.0.1
77614 info linkStuff replace-ext@0.0.1
77615 silly linkStuff replace-ext@0.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/vinyl-file/node_modules as its parent node_modules
77616 verbose linkBins replace-ext@0.0.1
77617 verbose linkMans replace-ext@0.0.1
77618 silly build vinyl@1.2.0
77619 info linkStuff vinyl@1.2.0
77620 silly linkStuff vinyl@1.2.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/vinyl-file/node_modules as its parent node_modules
77621 verbose linkBins vinyl@1.2.0
77622 verbose linkMans vinyl@1.2.0
77623 silly build vinyl-file@2.0.0
77624 info linkStuff vinyl-file@2.0.0
77625 silly linkStuff vinyl-file@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77626 verbose linkBins vinyl-file@2.0.0
77627 verbose linkMans vinyl-file@2.0.0
77628 silly build normalize-path@2.1.1
77629 info linkStuff normalize-path@2.1.1
77630 silly linkStuff normalize-path@2.1.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/vinyl-sourcemap/node_modules as its parent node_modules
77631 verbose linkBins normalize-path@2.1.1
77632 verbose linkMans normalize-path@2.1.1
77633 silly build vinyl-sourcemaps-apply@0.2.1
77634 info linkStuff vinyl-sourcemaps-apply@0.2.1
77635 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77636 verbose linkBins vinyl-sourcemaps-apply@0.2.1
77637 verbose linkMans vinyl-sourcemaps-apply@0.2.1
77638 silly build gulp-postcss@8.0.0
77639 info linkStuff gulp-postcss@8.0.0
77640 silly linkStuff gulp-postcss@8.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77641 verbose linkBins gulp-postcss@8.0.0
77642 verbose linkMans gulp-postcss@8.0.0
77643 silly build which@1.3.1
77644 info linkStuff which@1.3.1
77645 silly linkStuff which@1.3.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77646 verbose linkBins which@1.3.1
77647 verbose link bins [ { which: './bin/which' },
77647 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
77647 verbose link bins   false ]
77648 verbose linkMans which@1.3.1
77649 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/which is being purged
77650 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/which
77651 silly build global-prefix@1.0.2
77652 info linkStuff global-prefix@1.0.2
77653 silly linkStuff global-prefix@1.0.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77654 verbose linkBins global-prefix@1.0.2
77655 verbose linkMans global-prefix@1.0.2
77656 silly build global-modules@1.0.0
77657 info linkStuff global-modules@1.0.0
77658 silly linkStuff global-modules@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77659 verbose linkBins global-modules@1.0.0
77660 verbose linkMans global-modules@1.0.0
77661 silly build resolve-dir@1.0.1
77662 info linkStuff resolve-dir@1.0.1
77663 silly linkStuff resolve-dir@1.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77664 verbose linkBins resolve-dir@1.0.1
77665 verbose linkMans resolve-dir@1.0.1
77666 silly build findup-sync@2.0.0
77667 info linkStuff findup-sync@2.0.0
77668 silly linkStuff findup-sync@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/matchdep/node_modules as its parent node_modules
77669 verbose linkBins findup-sync@2.0.0
77670 verbose linkMans findup-sync@2.0.0
77671 silly build matchdep@2.0.0
77672 info linkStuff matchdep@2.0.0
77673 silly linkStuff matchdep@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77674 verbose linkBins matchdep@2.0.0
77675 verbose linkMans matchdep@2.0.0
77676 silly build findup-sync@3.0.0
77677 info linkStuff findup-sync@3.0.0
77678 silly linkStuff findup-sync@3.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77679 verbose linkBins findup-sync@3.0.0
77680 verbose linkMans findup-sync@3.0.0
77681 silly build liftoff@3.1.0
77682 info linkStuff liftoff@3.1.0
77683 silly linkStuff liftoff@3.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77684 verbose linkBins liftoff@3.1.0
77685 verbose linkMans liftoff@3.1.0
77686 silly build cross-spawn@6.0.5
77687 info linkStuff cross-spawn@6.0.5
77688 silly linkStuff cross-spawn@6.0.5 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/gifsicle/node_modules as its parent node_modules
77689 verbose linkBins cross-spawn@6.0.5
77690 verbose linkMans cross-spawn@6.0.5
77691 silly build cross-spawn@6.0.5
77692 info linkStuff cross-spawn@6.0.5
77693 silly linkStuff cross-spawn@6.0.5 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/bin-version/node_modules as its parent node_modules
77694 verbose linkBins cross-spawn@6.0.5
77695 verbose linkMans cross-spawn@6.0.5
77696 silly build which-module@1.0.0
77697 info linkStuff which-module@1.0.0
77698 silly linkStuff which-module@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77699 verbose linkBins which-module@1.0.0
77700 verbose linkMans which-module@1.0.0
77701 silly build wide-align@1.1.3
77702 info linkStuff wide-align@1.1.3
77703 silly linkStuff wide-align@1.1.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77704 verbose linkBins wide-align@1.1.3
77705 verbose linkMans wide-align@1.1.3
77706 silly build gauge@2.7.4
77707 info linkStuff gauge@2.7.4
77708 silly linkStuff gauge@2.7.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77709 verbose linkBins gauge@2.7.4
77710 verbose linkMans gauge@2.7.4
77711 silly build npmlog@4.1.2
77712 info linkStuff npmlog@4.1.2
77713 silly linkStuff npmlog@4.1.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77714 verbose linkBins npmlog@4.1.2
77715 verbose linkMans npmlog@4.1.2
77716 silly build window-size@0.2.0
77717 info linkStuff window-size@0.2.0
77718 silly linkStuff window-size@0.2.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77719 verbose linkBins window-size@0.2.0
77720 verbose link bins [ { 'window-size': 'cli.js' },
77720 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
77720 verbose link bins   false ]
77721 verbose linkMans window-size@0.2.0
77722 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/window-size is being purged
77723 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/window-size
77724 silly build wrap-ansi@2.1.0
77725 info linkStuff wrap-ansi@2.1.0
77726 silly linkStuff wrap-ansi@2.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77727 verbose linkBins wrap-ansi@2.1.0
77728 verbose linkMans wrap-ansi@2.1.0
77729 silly build cliui@3.2.0
77730 info linkStuff cliui@3.2.0
77731 silly linkStuff cliui@3.2.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77732 verbose linkBins cliui@3.2.0
77733 verbose linkMans cliui@3.2.0
77734 silly build wrappy@1.0.2
77735 info linkStuff wrappy@1.0.2
77736 silly linkStuff wrappy@1.0.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77737 verbose linkBins wrappy@1.0.2
77738 verbose linkMans wrappy@1.0.2
77739 silly build once@1.4.0
77740 info linkStuff once@1.4.0
77741 silly linkStuff once@1.4.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77742 verbose linkBins once@1.4.0
77743 verbose linkMans once@1.4.0
77744 silly build now-and-later@2.0.1
77745 info linkStuff now-and-later@2.0.1
77746 silly linkStuff now-and-later@2.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77747 verbose linkBins now-and-later@2.0.1
77748 verbose linkMans now-and-later@2.0.1
77749 silly build vinyl-sourcemap@1.1.0
77750 info linkStuff vinyl-sourcemap@1.1.0
77751 silly linkStuff vinyl-sourcemap@1.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
